Year,Sector_Code,Sector_Name_EN,Sector_Name_VI,Sector_Category,Gas,Source,Emissions_MtCO2e
2014,ELE,Electricity/Heat,Sản xuất Điện & Nhiệt,Energy,All GHG,,53.19
2014,ELE,Electricity/Heat,Sản xuất Điện & Nhiệt,Energy,CO2,,53.01
2014,ENG,Energy,Năng lượng & Khai khoáng,Energy,All GHG,,182.69
2014,ENG,Energy,Năng lượng & Khai khoáng,Energy,CO2,,147.96
2014,IND,Manufacturing/Construction,Công nghiệp Chế biến & Xây dựng,Industry,All GHG,,51.64
2014,IND,Manufacturing/Construction,Công nghiệp Chế biến & Xây dựng,Industry,CO2,,51.08
2014,IPU,Industrial Processes,"Quá trình Công nghiệp (Xi măng, Thép)",Industry,All GHG,,38.8
2014,IPU,Industrial Processes,"Quá trình Công nghiệp (Xi măng, Thép)",Industry,CO2,,32.69
2014,OTH,Bunker Fuels,Bunker Fuels,Other,All GHG,,2.26
2014,OTH,Bunker Fuels,Bunker Fuels,Other,CO2,,2.24
2014,TOT,Total excluding LULUCF,Tổng phát thải quốc gia (trừ LULUCF),Total,All GHG,,317.02
2014,TOT,Total excluding LULUCF,Tổng phát thải quốc gia (trừ LULUCF),Total,CO2,,180.65
2015,AGR,Agriculture,Nông nghiệp & Trồng lúa nước,Agriculture,All GHG,,75.38
2015,BLD,Building,Tòa nhà & Dân dụng,Building,All GHG,,14.69
2015,BLD,Building,Tòa nhà & Dân dụng,Building,CO2,,9.33
2015,ELE,Electricity/Heat,Sản xuất Điện & Nhiệt,Energy,All GHG,,84.33
2015,ELE,Electricity/Heat,Sản xuất Điện & Nhiệt,Energy,CO2,,84.02
2015,ENG,Energy,Năng lượng & Khai khoáng,Energy,All GHG,,194.78
2015,ENG,Energy,Năng lượng & Khai khoáng,Energy,CO2,,167.11
2015,IND,Manufacturing/Construction,Công nghiệp Chế biến & Xây dựng,Industry,All GHG,,33.7
2015,IND,Manufacturing/Construction,Công nghiệp Chế biến & Xây dựng,Industry,CO2,,33.24
2015,IPU,Industrial Processes,"Quá trình Công nghiệp (Xi măng, Thép)",Industry,All GHG,,40.74
2015,IPU,Industrial Processes,"Quá trình Công nghiệp (Xi măng, Thép)",Industry,CO2,,34.3
2015,OTH,Bunker Fuels,Bunker Fuels,Other,All GHG,,2.77
2015,OTH,Bunker Fuels,Bunker Fuels,Other,CO2,,2.75
2015,TOT,Total excluding LULUCF,Tổng phát thải quốc gia (trừ LULUCF),Total,All GHG,,333.96
2015,TOT,Total excluding LULUCF,Tổng phát thải quốc gia (trừ LULUCF),Total,CO2,,201.41
2016,AGR,Agriculture,Nông nghiệp & Trồng lúa nước,Agriculture,All GHG,,74.54
2016,BLD,Building,Tòa nhà & Dân dụng,Building,All GHG,,13.11
2016,BLD,Building,Tòa nhà & Dân dụng,Building,CO2,,8.36
2016,ELE,Electricity/Heat,Sản xuất Điện & Nhiệt,Energy,All GHG,,97.84
2016,ELE,Electricity/Heat,Sản xuất Điện & Nhiệt,Energy,CO2,,97.41
2016,ENG,Energy,Năng lượng & Khai khoáng,Energy,All GHG,,211.94
2016,ENG,Energy,Năng lượng & Khai khoáng,Energy,CO2,,185.81
2016,IND,Manufacturing/Construction,Công nghiệp Chế biến & Xây dựng,Industry,All GHG,,36.17
2016,IND,Manufacturing/Construction,Công nghiệp Chế biến & Xây dựng,Industry,CO2,,35.68
2016,IPU,Industrial Processes,"Quá trình Công nghiệp (Xi măng, Thép)",Industry,All GHG,,43.88
2016,IPU,Industrial Processes,"Quá trình Công nghiệp (Xi măng, Thép)",Industry,CO2,,36.82
2016,OTH,Bunker Fuels,Bunker Fuels,Other,All GHG,,3.02
2016,OTH,Bunker Fuels,Bunker Fuels,Other,CO2,,2.99
2016,TOT,Total excluding LULUCF,Tổng phát thải quốc gia (trừ LULUCF),Total,All GHG,,353.73
2016,TOT,Total excluding LULUCF,Tổng phát thải quốc gia (trừ LULUCF),Total,CO2,,222.63
2017,AGR,Agriculture,Nông nghiệp & Trồng lúa nước,Agriculture,All GHG,,74.54
2017,BLD,Building,Tòa nhà & Dân dụng,Building,All GHG,,12.72
2017,BLD,Building,Tòa nhà & Dân dụng,Building,CO2,,8.44
2017,ELE,Electricity/Heat,Sản xuất Điện & Nhiệt,Energy,All GHG,,94.09
2017,ELE,Electricity/Heat,Sản xuất Điện & Nhiệt,Energy,CO2,,93.68
2017,ENG,Energy,Năng lượng & Khai khoáng,Energy,All GHG,,212.89
2017,ENG,Energy,Năng lượng & Khai khoáng,Energy,CO2,,187.74
2017,IND,Manufacturing/Construction,Công nghiệp Chế biến & Xây dựng,Industry,All GHG,,37.55
2017,IND,Manufacturing/Construction,Công nghiệp Chế biến & Xây dựng,Industry,CO2,,37.04
2017,IPU,Industrial Processes,"Quá trình Công nghiệp (Xi măng, Thép)",Industry,All GHG,,50.42
2017,IPU,Industrial Processes,"Quá trình Công nghiệp (Xi măng, Thép)",Industry,CO2,,42.74
2017,OTH,Bunker Fuels,Bunker Fuels,Other,All GHG,,3.45
2017,OTH,Bunker Fuels,Bunker Fuels,Other,CO2,,3.42
2017,TOT,Total excluding LULUCF,Tổng phát thải quốc gia (trừ LULUCF),Total,All GHG,,361.55
2017,TOT,Total excluding LULUCF,Tổng phát thải quốc gia (trừ LULUCF),Total,CO2,,230.48
2018,AGR,Agriculture,Nông nghiệp & Trồng lúa nước,Agriculture,All GHG,,74.33
2018,BLD,Building,Tòa nhà & Dân dụng,Building,All GHG,,11.95
2018,BLD,Building,Tòa nhà & Dân dụng,Building,CO2,,8.1
2018,ELE,Electricity/Heat,Sản xuất Điện & Nhiệt,Energy,All GHG,,121.08
2018,ELE,Electricity/Heat,Sản xuất Điện & Nhiệt,Energy,CO2,,120.54
2018,ENG,Energy,Năng lượng & Khai khoáng,Energy,All GHG,,263.48
2018,ENG,Energy,Năng lượng & Khai khoáng,Energy,CO2,,237.3
2018,IND,Manufacturing/Construction,Công nghiệp Chế biến & Xây dựng,Industry,All GHG,,59.02
2018,IND,Manufacturing/Construction,Công nghiệp Chế biến & Xây dựng,Industry,CO2,,58.38
2018,IPU,Industrial Processes,"Quá trình Công nghiệp (Xi măng, Thép)",Industry,All GHG,,57.94
2018,IPU,Industrial Processes,"Quá trình Công nghiệp (Xi măng, Thép)",Industry,CO2,,49.64
2018,OTH,Bunker Fuels,Bunker Fuels,Other,All GHG,,3.99
2018,OTH,Bunker Fuels,Bunker Fuels,Other,CO2,,3.96
2018,TOT,Total excluding LULUCF,Tổng phát thải quốc gia (trừ LULUCF),Total,All GHG,,419.76
2018,TOT,Total excluding LULUCF,Tổng phát thải quốc gia (trừ LULUCF),Total,CO2,,286.94
2019,AGR,Agriculture,Nông nghiệp & Trồng lúa nước,Agriculture,All GHG,,72.45
2019,BLD,Building,Tòa nhà & Dân dụng,Building,All GHG,,10.97
2019,BLD,Building,Tòa nhà & Dân dụng,Building,CO2,,7.74
2019,ELE,Electricity/Heat,Sản xuất Điện & Nhiệt,Energy,All GHG,,154.6
2019,ELE,Electricity/Heat,Sản xuất Điện & Nhiệt,Energy,CO2,,153.92
2019,ENG,Energy,Năng lượng & Khai khoáng,Energy,All GHG,,312.34
2019,ENG,Energy,Năng lượng & Khai khoáng,Energy,CO2,,285.17
2019,IND,Manufacturing/Construction,Công nghiệp Chế biến & Xây dựng,Industry,All GHG,,71.72
2019,IND,Manufacturing/Construction,Công nghiệp Chế biến & Xây dựng,Industry,CO2,,71.02
2019,IPU,Industrial Processes,"Quá trình Công nghiệp (Xi măng, Thép)",Industry,All GHG,,65.46
2019,IPU,Industrial Processes,"Quá trình Công nghiệp (Xi măng, Thép)",Industry,CO2,,56.54
2019,OTH,Bunker Fuels,Bunker Fuels,Other,All GHG,,4.98
2019,OTH,Bunker Fuels,Bunker Fuels,Other,CO2,,4.94
2019,TOT,Total excluding LULUCF,Tổng phát thải quốc gia (trừ LULUCF),Total,All GHG,,474.56
2019,TOT,Total excluding LULUCF,Tổng phát thải quốc gia (trừ LULUCF),Total,CO2,,341.71
2020,AGR,Agriculture,Nông nghiệp & Trồng lúa nước,Agriculture,All GHG,,72.15
2020,BLD,Building,Tòa nhà & Dân dụng,Building,All GHG,,9.94
2020,BLD,Building,Tòa nhà & Dân dụng,Building,CO2,,7.53
2020,ELE,Electricity/Heat,Sản xuất Điện & Nhiệt,Energy,All GHG,,151.56
2020,ELE,Electricity/Heat,Sản xuất Điện & Nhiệt,Energy,CO2,,150.88
2020,ENG,Energy,Năng lượng & Khai khoáng,Energy,All GHG,,319.67
2020,ENG,Energy,Năng lượng & Khai khoáng,Energy,CO2,,295.13
2020,IND,Manufacturing/Construction,Công nghiệp Chế biến & Xây dựng,Industry,All GHG,,92.48
2020,IND,Manufacturing/Construction,Công nghiệp Chế biến & Xây dựng,Industry,CO2,,91.74
2020,IPU,Industrial Processes,"Quá trình Công nghiệp (Xi măng, Thép)",Industry,All GHG,,69.61
2020,IPU,Industrial Processes,"Quá trình Công nghiệp (Xi măng, Thép)",Industry,CO2,,60.07
2020,OTH,Bunker Fuels,Bunker Fuels,Other,All GHG,,1.5
2020,OTH,Bunker Fuels,Bunker Fuels,Other,CO2,,1.49
2020,TOT,Total excluding LULUCF,Tổng phát thải quốc gia (trừ LULUCF),Total,All GHG,,486.04
2020,TOT,Total excluding LULUCF,Tổng phát thải quốc gia (trừ LULUCF),Total,CO2,,355.2
2021,AGR,Agriculture,Nông nghiệp & Trồng lúa nước,Agriculture,All GHG,,72.51
2021,BLD,Building,Tòa nhà & Dân dụng,Building,All GHG,,9.03
2021,BLD,Building,Tòa nhà & Dân dụng,Building,CO2,,7.1
2021,ELE,Electricity/Heat,Sản xuất Điện & Nhiệt,Energy,All GHG,,143.06
2021,ELE,Electricity/Heat,Sản xuất Điện & Nhiệt,Energy,CO2,,142.39
2021,ENG,Energy,Năng lượng & Khai khoáng,Energy,All GHG,,307.22
2021,ENG,Energy,Năng lượng & Khai khoáng,Energy,CO2,,281.51
2021,IND,Manufacturing/Construction,Công nghiệp Chế biến & Xây dựng,Industry,All GHG,,92.45
2021,IND,Manufacturing/Construction,Công nghiệp Chế biến & Xây dựng,Industry,CO2,,91.57
2021,IPU,Industrial Processes,"Quá trình Công nghiệp (Xi măng, Thép)",Industry,All GHG,,72.12
2021,IPU,Industrial Processes,"Quá trình Công nghiệp (Xi măng, Thép)",Industry,CO2,,62.07
2021,OTH,Bunker Fuels,Bunker Fuels,Other,All GHG,,1.92
2021,OTH,Bunker Fuels,Bunker Fuels,Other,CO2,,1.9
2021,TOT,Total excluding LULUCF,Tổng phát thải quốc gia (trừ LULUCF),Total,All GHG,,476.72
2021,TOT,Total excluding LULUCF,Tổng phát thải quốc gia (trừ LULUCF),Total,CO2,,343.58
2022,AGR,Agriculture,Nông nghiệp & Trồng lúa nước,Agriculture,All GHG,,73.27
2022,BLD,Building,Tòa nhà & Dân dụng,Building,All GHG,,8.6
2022,BLD,Building,Tòa nhà & Dân dụng,Building,CO2,,7.03
2022,ELE,Electricity/Heat,Sản xuất Điện & Nhiệt,Energy,All GHG,,141.11
2022,ELE,Electricity/Heat,Sản xuất Điện & Nhiệt,Energy,CO2,,140.44
2022,ENG,Energy,Năng lượng & Khai khoáng,Energy,All GHG,,312.72
2022,ENG,Energy,Năng lượng & Khai khoáng,Energy,CO2,,287.18
2022,IND,Manufacturing/Construction,Công nghiệp Chế biến & Xây dựng,Industry,All GHG,,88.1
2022,IND,Manufacturing/Construction,Công nghiệp Chế biến & Xây dựng,Industry,CO2,,87.26
2022,IPU,Industrial Processes,"Quá trình Công nghiệp (Xi măng, Thép)",Industry,All GHG,,66.53
2022,IPU,Industrial Processes,"Quá trình Công nghiệp (Xi măng, Thép)",Industry,CO2,,55.98
2022,OTH,Bunker Fuels,Bunker Fuels,Other,All GHG,,3.11
2022,OTH,Bunker Fuels,Bunker Fuels,Other,CO2,,3.09
2022,TOT,Total excluding LULUCF,Tổng phát thải quốc gia (trừ LULUCF),Total,All GHG,,477.63
2022,TOT,Total excluding LULUCF,Tổng phát thải quốc gia (trừ LULUCF),Total,CO2,,343.16
2023,AGR,Agriculture,Nông nghiệp & Trồng lúa nước,Agriculture,All GHG,,73.52
2023,BLD,Building,Tòa nhà & Dân dụng,Building,All GHG,,7.61
2023,BLD,Building,Tòa nhà & Dân dụng,Building,CO2,,6.32
2023,ELE,Electricity/Heat,Sản xuất Điện & Nhiệt,Energy,All GHG,,153.73
2023,ELE,Electricity/Heat,Sản xuất Điện & Nhiệt,Energy,CO2,,153.01
2023,ENG,Energy,Năng lượng & Khai khoáng,Energy,All GHG,,318.43
2023,ENG,Energy,Năng lượng & Khai khoáng,Energy,CO2,,294.23
2023,IND,Manufacturing/Construction,Công nghiệp Chế biến & Xây dựng,Industry,All GHG,,81.25
2023,IND,Manufacturing/Construction,Công nghiệp Chế biến & Xây dựng,Industry,CO2,,80.42
2023,IPU,Industrial Processes,"Quá trình Công nghiệp (Xi măng, Thép)",Industry,All GHG,,55.54
2023,IPU,Industrial Processes,"Quá trình Công nghiệp (Xi măng, Thép)",Industry,CO2,,44.49
2023,OTH,Bunker Fuels,Bunker Fuels,Other,All GHG,,5.42
2023,OTH,Bunker Fuels,Bunker Fuels,Other,CO2,,5.38
2023,TOT,Total excluding LULUCF,Tổng phát thải quốc gia (trừ LULUCF),Total,All GHG,,472.85
2023,TOT,Total excluding LULUCF,Tổng phát thải quốc gia (trừ LULUCF),Total,CO2,,338.72
